GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,1800,"72","   Accommodation and food services","Number of jobs",10875 E,10929 E,11864 E,11745 E,11389 E,11777 E,12339 E,12551 E,12238 E,11960 E,11729 E,12709 E,13100,13340 E,13536 E,13906 E,13786 E
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,1900,"81","   Other services (except government and government enterprises)","Number of jobs",9805 E,9939 E,9982 E,9874 E,10236 E,10064 E,10190 E,10141 E,9962 E,9880 E,10076 E,10256 E,10414 E,10607 E,10832,10733,10754 E
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,2000,"...","  Government and government enterprises","Number of jobs",20678,20902,21363,21761,21705,21666,21683,21990,22459,22702,22660,22570,22515,22471,22483,22522,22548
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,2001,"...","   Federal civilian","Number of jobs",2113,2147,2229,2159,2188,2240,2298,2372,2472,2414,2250,2197,2174,2185,2246,2276,2294
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,2002,"...","   Military","Number of jobs",664,671,674,688,688,674,655,664,672,652,672,752,731,711,692,636,640
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,2010,"...","   State and local","Number of jobs",17901,18084,18460,18914,18829,18752,18730,18954,19315,19636,19738,19621,19610,19575,19545,19610,19614
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,2011,"...","    State government","Number of jobs",4793,4822,4908,5244,4797,4633,4735,4945,5017,5280,5365,5447,5398,5373,5262,5232,5126
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,2012,"...","    Local government","Number of jobs",13108,13262,13552,13670,14032,14119,13995,14009,14298,14356,14373,14174,14212,14202,14283,14378,14488
 "89118","Appleton-Oshkosh-Neenah, WI (Combined Statistical Area)", ,CAEMP25N,10,"...","Total employment (number of jobs)","Number of jobs",242062,243603,244820,249569,252181,254435,258033,258293,250729,250817,255443,256652,258758,262504,265027,270287,272040
 "89118","Appleton-Oshkosh-Neenah, WI (Combined Statistical Area)", ,CAEMP25N,20,"..."," Wage and salary employment","Number of jobs",212273,212735,212997,215811,216958,218211,220579,220605,212406,212683,215666,217195,218401,221446,223563,228222,229225
