County ID,State / County Name,All Ages in Poverty Count,Median Household Income in Dollars
51141,Patrick County (VA),"2,089","$22,653 "
51143,Pittsylvania County (VA),"7,993",NA
51145,Powhatan County (VA),900,"$35,299 "
51147,Prince Edward County (VA),"3,606","$20,156 "
51149,Prince George County (VA),"1,919",NA
51153,Prince William County (VA),"7,718",NA
51155,Pulaski County (VA),"4,748","$24,627 "
51157,Rappahannock County (VA),536,"$31,032 "
51159,Richmond County (VA),"1,083","$22,461 "
51161,Roanoke County (VA),"3,663",NA
51163,Rockbridge County (VA),"2,082",NA
51165,Rockingham County (VA),"5,160",NA
51167,Russell County (VA),"6,202","$20,886 "
51169,Scott County (VA),"5,214","$19,926 "
51171,Shenandoah County (VA),"2,878","$24,790 "
51173,Smyth County (VA),"5,240","$21,648 "
51175,Southampton County (VA),"3,217",NA
51177,Spotsylvania County (VA),"4,132",NA
51179,Stafford County (VA),"2,370","$44,001 "
51181,Surry County (VA),941,"$23,982 "
51183,Sussex County (VA),"1,971","$20,118 "
51185,Tazewell County (VA),"8,702","$22,589 "
51187,Warren County (VA),"2,280","$28,789 "
51191,Washington County (VA),"7,418",NA
51193,Westmoreland County (VA),"2,626","$21,310 "
51195,Wise County (VA),"8,624",NA
51197,Wythe County (VA),"4,095","$22,442 "
51199,York County (VA),"2,579",NA
51510,Alexandria City (VA),"8,134","$41,979 "
51515,Bedford City (VA),719,NA
51520,Bristol City (VA),"3,155",NA
51530,Buena Vista City (VA),769,NA
51540,Charlottesville City (VA),"6,535",NA
51550,Chesapeake City (VA),"12,963","$34,277 "
51560,Clifton Forge City (VA),770,NA
51570,Colonial Heights City (VA),794,NA
51580,Covington City (VA),"1,047",NA
51590,Danville City (VA),"8,512",NA
51595,Emporia City (VA),980,NA
51600,Fairfax City (VA),792,NA
51610,Falls Church City (VA),306,NA
51620,Franklin City (VA),"1,659",NA
51630,Fredericksburg City (VA),"1,038",NA
51640,Galax City (VA),"1,260",NA
51650,Hampton City (VA),"14,374","$29,151 "
51660,Harrisonburg City (VA),"3,308",NA
51670,Hopewell City (VA),"3,132",NA
51678,Lexington City (VA),808,NA
51680,Lynchburg City (VA),"9,880",NA
51683,Manassas City (VA),"1,125",NA
51685,Manassas Park City (VA),405,NA
51690,Martinsville City (VA),"2,070",NA
51700,Newport News City (VA),"23,114","$28,832 "
51710,Norfolk City (VA),"55,784","$21,288 "
51720,Norton City (VA),910,NA
51730,Petersburg City (VA),"8,960",NA
51735,Poquoson City (VA),397,NA
51740,Portsmouth City (VA),"20,030","$23,801 "
51750,Radford City (VA),"1,714",NA
51760,Richmond City (VA),"44,871","$24,000 "
51770,Roanoke City (VA),"16,285","$22,704 "
51775,Salem City (VA),"1,317",NA
51780,South Boston City (VA),928,NA
51790,Staunton City (VA),"2,364",NA
51800,Suffolk City (VA),"8,959","$25,066 "
51810,Virginia Beach City (VA),"24,931","$35,877 "
51820,Waynesboro City (VA),"1,590",NA
51830,Williamsburg City (VA),"1,192",NA
51840,Winchester City (VA),"2,109",NA
53000,Washington,"530,146","$30,634 "
53001,Adams County (WA),"2,139","$26,687 "
53003,Asotin County (WA),"3,087","$23,661 "
53005,Benton County (WA),"11,735","$32,734 "
53007,Chelan County (WA),"8,153","$24,015 "
53009,Clallam County (WA),"6,438","$26,667 "
53011,Clark County (WA),"22,958","$32,039 "
53013,Columbia County (WA),590,"$23,346 "
53015,Cowlitz County (WA),"10,427","$29,499 "
53017,Douglas County (WA),"4,042","$25,775 "
53019,Ferry County (WA),"1,103","$24,217 "
53021,Franklin County (WA),"7,884","$24,334 "
53023,Garfield County (WA),218,"$26,628 "
53025,Grant County (WA),"8,997","$23,797 "
53027,Grays Harbor County (WA),"10,384","$24,402 "
53029,Island County (WA),"4,315","$27,866 "
53031,Jefferson County (WA),"2,555","$24,767 "
53033,King County (WA),"120,165","$37,030 "
53035,Kitsap County (WA),"15,875","$32,674 "
53037,Kittitas County (WA),"4,280","$22,904 "
53039,Klickitat County (WA),"2,478","$24,623 "
53041,Lewis County (WA),"9,143","$24,602 "
53043,Lincoln County (WA),932,"$26,970 "
53045,Mason County (WA),"4,761","$26,082 "
53047,Okanogan County (WA),"7,416","$20,580 "
53049,Pacific County (WA),"2,966","$20,583 "
53051,Pend Oreille County (WA),"1,835","$21,477 "
53053,Pierce County (WA),"67,328","$28,425 "
53055,San Juan County (WA),835,"$29,232 "
53057,Skagit County (WA),"9,909","$27,498 "
53059,Skamania County (WA),976,"$29,219 "
53061,Snohomish County (WA),"34,212","$35,875 "
53063,Spokane County (WA),"49,103","$25,657 "
53065,Stevens County (WA),"5,282","$23,950 "
53067,Thurston County (WA),"14,129","$31,281 "
53069,Wahkiakum County (WA),411,"$27,793 "
53071,Walla Walla County (WA),"7,480","$24,326 "
53073,Whatcom County (WA),"15,877","$27,604 "
53075,Whitman County (WA),"5,353","$25,733 "
53077,Yakima County (WA),"44,373","$22,370 "
54000,West Virginia,"306,227","$22,542 "
54001,Barbour County (WV),"3,701","$16,936 "
54003,Berkeley County (WV),"5,583","$27,279 "
54005,Boone County (WV),"5,179","$21,003 "
54007,Braxton County (WV),"3,296","$16,760 "
54009,Brooke County (WV),"2,592","$25,817 "
54011,Cabell County (WV),"15,469","$22,684 "
54013,Calhoun County (WV),"2,184","$16,031 "
54015,Clay County (WV),"3,392","$15,124 "
54017,Doddridge County (WV),"1,525","$17,314 "
54019,Fayette County (WV),"10,744","$18,075 "
54021,Gilmer County (WV),"1,910","$17,133 "
54023,Grant County (WV),"1,608","$20,112 "
54025,Greenbrier County (WV),"6,050","$20,321 "
54027,Hampshire County (WV),"2,340","$20,522 "
54029,Hancock County (WV),"3,233","$25,793 "
54031,Hardy County (WV),"1,581","$20,458 "
54033,Harrison County (WV),"11,866","$21,908 "
54035,Jackson County (WV),"3,866","$22,440 "
54037,Jefferson County (WV),"3,156","$30,714 "
54039,Kanawha County (WV),"30,662","$24,901 "
54041,Lewis County (WV),"3,678","$18,555 "
54043,Lincoln County (WV),"6,462","$16,881 "
54045,Logan County (WV),"10,055","$19,618 "
54047,McDowell County (WV),"11,881","$15,675 "
54049,Marion County (WV),"9,195","$22,174 "
54051,Marshall County (WV),"5,219","$22,657 "
54053,Mason County (WV),"4,105","$22,363 "
54055,Mercer County (WV),"12,450","$21,149 "
54057,Mineral County (WV),"3,432","$23,810 "
54059,Mingo County (WV),"8,961","$19,775 "
54061,Monongalia County (WV),"10,497","$25,021 "
54063,Monroe County (WV),"2,098","$19,156 "
54065,Morgan County (WV),"1,383","$23,454 "
54067,Nicholas County (WV),"5,234","$19,514 "
54069,Ohio County (WV),"6,395","$23,762 "
54071,Pendleton County (WV),"1,245","$19,443 "
54073,Pleasants County (WV),943,"$23,392 "
54075,Pocahontas County (WV),"1,453","$18,670 "
54077,Preston County (WV),"5,251","$21,268 "
54079,Putnam County (WV),"4,162","$29,847 "
54081,Raleigh County (WV),"13,793","$21,404 "
54083,Randolph County (WV),"5,493","$19,325 "
54085,Ritchie County (WV),"1,901","$18,086 "
54087,Roane County (WV),"3,120","$18,273 "
54089,Summers County (WV),"3,809","$15,660 "
54091,Taylor County (WV),"2,981","$18,842 "
54093,Tucker County (WV),"1,227","$19,390 "
54095,Tyler County (WV),"1,506","$22,606 "
54097,Upshur County (WV),"4,156","$21,186 "
54099,Wayne County (WV),"8,740","$22,092 "
54101,Webster County (WV),"3,438","$14,514 "
54103,Wetzel County (WV),"3,028","$24,085 "
54105,Wirt County (WV),865,"$19,515 "
54107,Wood County (WV),"11,078","$26,053 "
54109,Wyoming County (WV),"7,055","$20,003 "
55000,Wisconsin,"465,877","$29,101 "
55001,Adams County (WI),"2,435","$20,765 "
55003,Ashland County (WI),"2,573","$20,051 "
55005,Barron County (WI),"5,146","$22,895 "
55007,Bayfield County (WI),"2,316","$20,201 "
55009,Brown County (WI),"15,252","$30,808 "
55011,Buffalo County (WI),"1,612","$23,093 "
55013,Burnett County (WI),"2,307","$18,847 "
55015,Calumet County (WI),"1,677","$33,435 "
55017,Chippewa County (WI),"5,815","$25,886 "
55019,Clark County (WI),"4,547","$21,956 "
55021,Columbia County (WI),"3,591","$26,558 "
55023,Crawford County (WI),"2,526","$20,245 "
55025,Dane County (WI),"26,156","$31,986 "
55027,Dodge County (WI),"4,871","$27,781 "
55029,Door County (WI),"2,281","$25,514 "
55031,Douglas County (WI),"5,641","$22,517 "
55033,Dunn County (WI),"4,758","$24,945 "
55035,Eau Claire County (WI),"10,601","$26,124 "
55037,Florence County (WI),543,"$21,764 "
55039,Fond du Lac County (WI),"6,432","$30,167 "
55041,Forest County (WI),"1,812","$18,205 "
55043,Grant County (WI),"5,684","$23,955 "
55045,Green County (WI),"2,656","$26,839 "
55047,Green Lake County (WI),"1,750","$24,237 "
55049,Iowa County (WI),"2,116","$24,568 "
55051,Iron County (WI),891,"$17,047 "
55053,Jackson County (WI),"2,670","$21,227 "
55055,Jefferson County (WI),"4,309","$29,240 "
55057,Juneau County (WI),"2,694","$21,370 "
55059,Kenosha County (WI),"11,704","$29,188 "
55061,Kewaunee County (WI),"1,307","$26,930 "
55063,La Crosse County (WI),"10,069","$26,877 "
55065,Lafayette County (WI),"1,758","$23,989 "
55067,Langlade County (WI),"2,777","$21,836 "
55069,Lincoln County (WI),"2,664","$24,119 "
55071,Manitowoc County (WI),"6,333","$27,667 "
55073,Marathon County (WI),"9,627","$29,707 "
55075,Marinette County (WI),"4,328","$23,594 "
55077,Marquette County (WI),"1,466","$21,355 "
55078,Menominee County (WI),"1,323",NA
55079,Milwaukee County (WI),"135,265","$28,748 "
55081,Monroe County (WI),"4,182","$24,229 "
55083,Oconto County (WI),"3,351","$23,156 "
55085,Oneida County (WI),"3,468","$23,447 "
55087,Outagamie County (WI),"7,916","$32,901 "
55089,Ozaukee County (WI),"1,742","$44,004 "
55091,Pepin County (WI),745,"$23,070 "
55093,Pierce County (WI),"2,646","$29,125 "
55095,Polk County (WI),"4,086","$24,514 "
55097,Portage County (WI),"6,049","$28,380 "
55099,Price County (WI),"1,906","$22,326 "
55101,Racine County (WI),"15,211","$31,757 "
55103,Richland County (WI),"2,346","$21,307 "
55105,Rock County (WI),"13,335","$29,701 "
55107,Rusk County (WI),"2,531","$19,885 "
55109,St. Croix County (WI),"2,684","$36,516 "
55111,Sauk County (WI),"4,402","$26,681 "
55113,Sawyer County (WI),"2,814","$17,581 "
55115,Shawano County (WI),"4,396",NA
55117,Sheboygan County (WI),"5,984","$31,244 "
55119,Taylor County (WI),"2,062","$25,291 "
55121,Trempealeau County (WI),"2,876","$22,413 "
55123,Vernon County (WI),"3,729","$20,757 "
55125,Vilas County (WI),"2,590","$19,574 "
55127,Walworth County (WI),"5,315","$27,902 "
55129,Washburn County (WI),"2,114","$19,183 "
55131,Washington County (WI),"3,503","$37,495 "
55133,Waukesha County (WI),"7,639","$45,516 "
55135,Waupaca County (WI),"3,859","$25,491 "
55137,Waushara County (WI),"2,798","$21,281 "
55139,Winnebago County (WI),"9,277","$30,462 "
55141,Wood County (WI),"6,034","$29,792 "
56000,Wyoming,"52,107","$29,724 "
56001,Albany County (WY),"4,650","$23,167 "
56003,Big Horn County (WY),"1,926","$24,053 "
56005,Campbell County (WY),"2,009","$36,787 "
56007,Carbon County (WY),"1,701","$27,503 "
56009,Converse County (WY),"1,396","$29,033 "
56011,Crook County (WY),606,"$26,793 "
56013,Fremont County (WY),"6,390","$22,864 "
56015,Goshen County (WY),"2,569","$22,559 "
56017,Hot Springs County (WY),591,"$23,678 "
56019,Johnson County (WY),779,"$23,580 "
56021,Laramie County (WY),"8,212","$28,121 "
56023,Lincoln County (WY),"1,256","$30,070 "
56025,Natrona County (WY),"6,802","$27,098 "
56027,Niobrara County (WY),432,"$20,799 "
56029,Park County (WY),"2,530","$26,468 "
56031,Platte County (WY),"1,181","$26,322 "
56033,Sheridan County (WY),"2,505","$26,949 "
56035,Sublette County (WY),426,"$27,169 "
56037,Sweetwater County (WY),"2,781","$36,394 "
56039,Teton County (WY),519,"$32,218 "
56041,Uinta County (WY),"1,217","$36,606 "
56043,Washakie County (WY),946,"$26,697 "
56045,Weston County (WY),682,NA
